,Product Name ,Product Cost,Link,Product_Img_Link,HighLight,Description,Specification,feedback ,seller
983,HIMALAYA Gentle Daily Care Protein Shampoo with Chickpea 200ml Each  (400 ml),₹290,https://www.flipkart.com/himalaya-gentle-daily-care-protein-shampoo-chickpea-200ml-each/p/itma45d31c05204c?pid=SMPFWMDHQEMZBPHY&lid=LSTSMPFWMDHQEMZBPHY1FZBLZ&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_944&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFWMDHQEMZBPHY.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kge0n0w0/shampoo/p/h/y/400-gentle-daily-care-protein-shampoo-with-chickpea-200ml-each-original-imafwmfcz7eqx2cz.jpeg?q=70,"Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types","Himalaya's Gentle Daily Care Protein Shampoo has a mild formulation for those who lead an active life, requiring frequent shampooing. Enriched with natural proteins, it gently cleanses and provides the necessary nourishment to hair. Himalaya's Gentle Daily Care Protein Shampoo keeps your hair soft, smooth and healthy.With the Extracts of protein-rich herbs like Chickpea and Amla, it helps provide nourishment to your hair while Licorice known to condition hair.","Applied For	Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2",Very nice product product quality is very good 👍👍 :- Nice product :- Love it.,BelleCurls4.7
984,KESUDA smooth and silky Aloevera Amla Shampoo And shikakai Shampoo combo Can and Bottol (500ml+500ml+500ml)  (1.5 L),₹501,https://www.flipkart.com/kesuda-smooth-silky-aloevera-amla-shampoo-shikakai-combo-can-bottol-500ml-500ml-500ml/p/itmb1ccc8a38ee05?pid=SMPFWGKJC8GVWC2Z&lid=LSTSMPFWGKJC8GVWC2ZSMLBNF&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_945&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFWGKJC8GVWC2Z.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kg6vfrk0/shampoo/c/2/z/1-5-smooth-and-silky-aloevera-amla-shampoo-and-shikakai-shampoo-original-imafwh9q7vr8fwjn.jpeg?q=70,"Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,","KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair. 

 KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural ingredients like Aloevera, Amla and shikakai. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.","Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	3
Country of Origin	india",,AVEETO COSMOTECH4.6
985,"St.Botanica Pro Keratin & Argan Oil Smooth Therapy Shampoo, 175 ml  (175 ml)",₹276,https://www.flipkart.com/st-botanica-pro-keratin-argan-oil-smooth-therapy-shampoo-175-ml/p/itm1c0b8d3108633?pid=SMPGCPT7GA6ZZJW3&lid=LSTSMPGCPT7GA6ZZJW31A8KI7&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_946&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPGCPT7GA6ZZJW3.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l5h2xe80/shampoo/6/9/7/-original-imagg4wgnzaqcunf.jpeg?q=70,Damage Repair Shampoo Ideal For: Men & Women Suitable For: Dry Hair,No Description,"Applied For	Damage Repair
Hair Type	Dry Hair
Container Type	Tube
Ideal For	Men & Women
pack_of	1
Country of Origin	India","Good :- It’s really so good 😊 :- After using it from 3 months suggested by my female friend I really happy with the product,my hairfall reduces and I will continue use this shampoo",STBOTANICA4.7
986,Kesh King Ayurvedic Anti-dandruff Shampoo|Dandruff Free Hair|Soothes itchy scalp  (600 ml),₹378,https://www.flipkart.com/kesh-king-ayurvedic-anti-dandruff-shampoo-dandruff-free-hair-soothes-itchy-scalp/p/itmc36317ba93fe5?pid=SMPGDJNFDVQFMYWM&lid=LSTSMPGDJNFDVQFMYWMF4WB6M&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_947&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8VYpcwG8xk%2BKlOZYT99AWV%2Bef62AwqDfmvaRs%2FKxuCc9w%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/c/s/t/600-anti-dandruff-ayurvedic-hairfall-expert-grap-shampoo-600ml-original-imagmfju2wfwpgwr.jpeg?q=70,"Anti-dandruff, Anti-hair Fall, Softening & Silkening Shampoo Ideal For: Women Suitable For: Normal Hair",No Description,"Applied For	Anti-dandruff, Anti-hair Fall, Softening & Silkening
Hair Type	Normal Hair
Ideal For	Women
pack_of	1",I've been using this shampoo for about 3 times now and I must say it's a good shampoo to clear out dandruff and make your hair smooth after washing. The smell is good and mild. I would suggest washing your hair twice a week with this shampoo fro better results. :- Osam :- All good,SANYURIecom4.5
987,St.Botanica Moroccan Argan Hair Shampoo With Organic Argan Oil (No Sulphate & Paraben)  (300 ml),₹359,https://www.flipkart.com/st-botanica-moroccan-argan-hair-shampoo-organic-oil-no-sulphate-paraben/p/itm5c32a79f97e80?pid=SMPEWDC8QUSSZY9X&lid=LSTSMPEWDC8QUSSZY9X9YBAEI&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_948&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WU2mZ69oiFs1R%2B17F4wswLwBKvDeaDY99YKoMqYeMLsQ%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shopsy-shampoo/g/f/l/-original-imagpne6aevgxj7s.jpeg?q=70,"Daily Care, Damage Repair, Deep Conditioning, Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Cocamidopropyl Betaine (Derived from coconut oil), Beheneth-25 Methacrylate Copolymer, Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10, Polyquaternium 73, Sodium Chloride, D Panthenol (Pro Vitamin B5), Disodium EDTA, Organic Moroccan Argan (Argania spinosa) Cold Pressed Oil, Green Tea (Camellia sinensis) Extract, HorseTail (Equisetum Arvense) Oil, Kigelia (Kigelia africana) Extract, Nut Grass (Cyperus rotundus) Extract, Sodium Benzoate, Golden Virgin Jojoba (Simmondsia chinensis) Cold Pressed Oil, Sweet Almond (Prunus amygdalus dulcis) Cold Pressed Oil, Gingko Biloba Oil, Oats (Avena sativa) Protein, Fragrance, Jasmine Essential Oil, Methylchloroisothiazolinone, Clary Sage (Salvia sclarea) Essential Oil, Rosemary (Rosmarinus officinalis) Essential Oil, Methylisothiazolinone.",No Description,"Applied For	Daily Care, Damage Repair, Deep Conditioning, Nourishment & Moisturization
Hair Type	All Hair Types
Composition	Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Cocamidopropyl Betaine (Derived from coconut oil), Beheneth-25 Methacrylate Copolymer, Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10, Polyquaternium 73, Sodium Chloride, D Panthenol (Pro Vitamin B5), Disodium EDTA, Organic Moroccan Argan (Argania spinosa) Cold Pressed Oil, Green Tea (Camellia sinensis) Extract, HorseTail (Equisetum Arvense) Oil, Kigelia (Kigelia africana) Extract, Nut Grass (Cyperus rotundus) Extract, Sodium Benzoate, Golden Virgin Jojoba (Simmondsia chinensis) Cold Pressed Oil, Sweet Almond (Prunus amygdalus dulcis) Cold Pressed Oil, Gingko Biloba Oil, Oats (Avena sativa) Protein, Fragrance, Jasmine Essential Oil, Methylchloroisothiazolinone, Clary Sage (Salvia sclarea) Essential Oil, Rosemary (Rosmarinus officinalis) Essential Oil, Methylisothiazolinone.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","#Benign shanpoo for hair.  i had suffered from hair fall  than i bought this product on recommendation from a my friend. i have been using it since 2 week and now my hair is ameliorating fastly and new hair grow with back shiny a as well as healthy. it's fragrance so good.#How to use it . (1) apply dim sized portion of shampoo to hair and gently massage into scalp. (2) apply it twice in a week (3) this is all type hair nad very greatfully for damage hair. (4) apply it continuously without tak... :- I have thin hair and I use volumising products for my hair.I bought this on recommendation from a friend.I have used it for a week now and I am very happy with the results. My hair have gained volume and shine in such a short period only. I don't need additional products for my hair !The shampoo is with out harmful chemicals and I use it on alternate days as the hot and humid weather makes my hair sticky and I can use it frequently without a worry.I was in two minds looking at the price ... :- I feel it is good for my hair. Can't say much about its hair growth claim, but definitely, it decreased the hair fall intensity. As I have used just for 6 times, but there is slight decrement in hair fall. Also, it does not make scalp dry. So i think you should give a try, especially to those who have hair fall problem. I cut one star for its MRP of 999, as it seems too costly. But in lightening deal, you can get it for 699, which is somewhat good. Overall, but very good except its price....",STBOTANICA4.7
988,BBlunt Back to Life Dry Shampoo - Classic- 150 ml  (150 ml),₹508,https://www.flipkart.com/bblunt-back-life-dry-shampoo-classic-150-ml/p/itm553af56d208ba?pid=SMPGK9V5HTMEZ6ZT&lid=LSTSMPGK9V5HTMEZ6ZT6I6YXA&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_949&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPGK9V5HTMEZ6ZT.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/s/c/q/150-back-to-life-dry-shampoo-classic-150-ml-bblunt-original-imagk9v4vmffyunb.jpeg?q=70,Hair Volumizing Shampoo Ideal For: Men & Women Suitable For: Oily Hair,"Greasy hair? Let’s change that! With BBLUNT Back to Life Dry Shampoo - Classic, you can go from oily & flat second-day hair to bouncy and fresh hair in minutes. Formulated with Rice Starch and Charcoal, the dry shampoo effortlessly absorbs excess oil and grime while the shine tonic adds the much-needed smoothness and glossy sheen to your locks. The result? Voluminous hair for that perfect hair flip in an instant. Crafted especially for Indian hair, the dry shampoo gets absorbed in seconds leaving no residue. The best part is that the formulation is Benzene-free, making it safer for your health & tresses.","Applied For	Hair Volumizing
Hair Type	Oily Hair
Ideal For	Men & Women
pack_of	1",,HonasaConsumerLtd4.6
989,Schwarzkopf BC Repair Rescue Arginine Shampoo  (250 ml),₹940,https://www.flipkart.com/schwarzkopf-bc-repair-rescue-arginine-shampoo/p/itmeb925d30def60?pid=SMPGKHZSPCWDVZKW&lid=LSTSMPGKHZSPCWDVZKWSTLCXF&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_950&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPGKHZSPCWDVZKW.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/b/g/q/250-bc-repair-rescue-arginine-shampoo-schwarzkopf-original-imagkhzrmgcaqtvz.jpeg?q=70,Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types,No Description,"Applied For	Daily Care
Hair Type	All Hair Types
Ideal For	Men & Women",good product,Prime Skin Store4.2
990,Kesh King Ayurvedic HairFall Expert|Reduce HairFall|Aloe & 21 Ayurvedic Herbs  (1000 ml),₹320,https://www.flipkart.com/kesh-king-ayurvedic-hairfall-expert-reduce-hairfall-aloe-21-herbs/p/itma843d83bc0dbf?pid=SMPGEA3W6VFBYZ8B&lid=LSTSMPGEA3W6VFBYZ8BY7KDAY&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_951&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WR1DQ1%2Fzv7TQKI%2FZcXytSB9opcggXB90P%2BC6zbZV5%2BLQ%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l33cia80/shampoo/e/8/9/1000-scalp-and-hair-medicine-ayurvedic-hairfall-expert-anti-original-imagea3yzw4rchph.jpeg?q=70,Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types,"Kesh King Scalp and Hair Medicine Anti-Hairfall Shampoo is a unique and potent ayurvedic formula, filled with the goodness of Aloe and 21 Ayurvedic Herbs which reduces hairfall, and makes hair silky, shiny and smooth","Applied For	Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","I am reviewing it only after one use so i can not say anything about its effect on hair .....but literally it is a nice shampoo , it makes my hair very soft after use ... i m change my review after a month or two that how much it effect on my hair....smells good but somewhat hard :- Nice shampoo ,Free from chemicals Delivery is also too good It help to prevent hairfall I'm using it from 1 years Must buy it .Such a nice shampoo in budget also ..♥️ :- First of all I would like to say that it is a big size bottle for this price. Secondly it coated pretty well and after I rinsed off, my hair became so soft and smooth which I couldn't believe can happen with my hair without a conditioner. Thirdly it gives tremendous volume to the hair. And last and most important point that is, the hairfall part , as I have just started using it so I shall update after some weeks about it. The only con that I have found is that to manage or to set the hair b...",SANYURIecom4.5
991,Nyle Naturals Onion And Methi Anti Dandruff 2 In 1 Shampoo With Active Conditioner  (90 ml),₹52,https://www.flipkart.com/nyle-naturals-onion-methi-anti-dandruff-2-1-shampoo-active-conditioner/p/itm49a496385f2fb?pid=SMPGAC33ZRVGHZ9B&lid=LSTSMPGAC33ZRVGHZ9BIL9YZE&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_952&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8X9HOI3BcG1pZWQbtykfBKMHbMphJfjg5TPvqQy%2FccErA%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/ky0g58w0/shampoo/b/g/h/90-naturals-anti-dandruff-shampoo-with-goodness-of-onion-and-original-imagac3kerwhn75f.jpeg?q=70,"Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: WATER, SODIUM LAURETH SULFATE, POLYDIMEHYL SILOXANE , COCAMIDE MEA, CLIMBAZOLE, ALLIUM CEPA ( ONION ) EXTRACT, TRIGONELLA FOENUM- GRAECUM ( FENUGREEK ) EXTRACT, ORYZA SATIVA ( RICE) STARCH, CARBOMER, STEARAMIDOPROPYL DIMEHTYLAMINE, PEG-7 GLYCERYL COCOATE, GLYCOL DISTEARATE, COCAMIDO PROPYL BETAINE, TREHALOSE, ERYTHRITOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, DISODIUM EDTA, GLYCERIN, PEG-45M, CITRIC ACID, BHT, SODIUM CHLORIDE,FRAGRANCE, METHYLCHLOROISOTHIAZOLINONE, METHYL ISOTHIAZOLINIONE.",No Description,"Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	WATER, SODIUM LAURETH SULFATE, POLYDIMEHYL SILOXANE , COCAMIDE MEA, CLIMBAZOLE, ALLIUM CEPA ( ONION ) EXTRACT, TRIGONELLA FOENUM- GRAECUM ( FENUGREEK ) EXTRACT, ORYZA SATIVA ( RICE) STARCH, CARBOMER, STEARAMIDOPROPYL DIMEHTYLAMINE, PEG-7 GLYCERYL COCOATE, GLYCOL DISTEARATE, COCAMIDO PROPYL BETAINE, TREHALOSE, ERYTHRITOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, DISODIUM EDTA, GLYCERIN, PEG-45M, CITRIC ACID, BHT, SODIUM CHLORIDE,FRAGRANCE, METHYLCHLOROISOTHIAZOLINONE, METHYL ISOTHIAZOLINIONE.
Ideal For	Men & Women
pack_of	1
Country of Origin	India",Best quality :- Makes hair dry. Need a lot in quantity for long hair :- Good,OptimVRcommerce4.8
992,"Amazing Earth Beard Wash for Men - Certified Organic, 2 in 1 Cleaning + Conditioning, Hard Curly Beard, Sulphate & Paraben Free, Natural & Vegan - 100ml  (100 ml)",₹235,https://www.flipkart.com/amazing-earth-beard-wash-men-certified-organic-2-1-cleaning-conditioning-hard-curly-beard-sulphate-paraben-free-natural-vegan-100ml/p/itm80a386132c53c?pid=SMPFPBCQDENKES55&lid=LSTSMPFPBCQDENKES551LHZXJ&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_953&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFPBCQDENKES55.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/k6zda4w0/shampoo/s/5/5/100-beard-wash-for-men-certified-organic-2-in-1-cleaning-original-imafpbgxgdhphnea.jpeg?q=70,"Hair Shine, Damage Repair, Daily Care Shampoo Ideal For: Men Suitable For: Normal Hair",No Description,"Applied For	Hair Shine, Damage Repair, Daily Care
Hair Type	Normal Hair
Container Type	Tube
Ideal For	Men
pack_of	1",Amazing product! I have used so many beard shampoos but this is just awesome. My search ends here and am sticking to this. Note: I have beard till my neck and with that experience I have given this rating. :- Very good product I am satisfied thanks flipkart,VegetalBioactives4.1
